Date,High,Low,Open,Close,Volume,Adj Close
2017-07-03,18.100000381469727,17.639999389648438,17.780000686645508,18.100000381469727,617700.0,16.681827545166016
2017-07-04,18.709999084472656,17.93000030517578,18.0,18.329999923706055,540500.0,16.893802642822266
2017-07-05,18.540000915527344,17.959999084472656,18.440000534057617,18.06999969482422,759000.0,16.654172897338867
2017-07-06,18.229999542236328,17.59000015258789,18.020000457763672,17.770000457763672,602700.0,16.377681732177734
2017-07-07,17.90999984741211,17.520000457763672,17.649999618530273,17.68000030517578,613400.0,16.29473304748535
2017-07-10,18.09000015258789,17.540000915527344,17.780000686645508,17.540000915527344,786500.0,16.16570472717285
2017-07-11,17.780000686645508,17.530000686645508,17.639999389648438,17.600000381469727,1344200.0,16.22100257873535
2017-07-12,17.989999771118164,17.649999618530273,17.68000030517578,17.799999237060547,713100.0,16.405330657958984
2017-07-13,18.200000762939453,17.780000686645508,17.829999923706055,18.06999969482422,719400.0,16.654172897338867
2017-07-14,18.40999984741211,17.969999313354492,17.979999542236328,18.0,627100.0,16.589658737182617
2017-07-17,18.31999969482422,17.899999618530273,18.0,18.049999237060547,941000.0,16.635740280151367
2017-07-18,18.40999984741211,18.040000915527344,18.079999923706055,18.200000762939453,649100.0,16.773990631103516
2017-07-19,18.3799991607666,18.149999618530273,18.239999771118164,18.149999618530273,1567000.0,16.7279109954834
2017-07-20,18.34000015258789,18.200000762939453,18.239999771118164,18.34000015258789,706100.0,16.90302085876465
2017-07-21,18.549999237060547,18.190000534057617,18.290000915527344,18.25,492900.0,16.820072174072266
2017-07-24,18.40999984741211,18.1299991607666,18.239999771118164,18.290000915527344,856500.0,16.8569393157959
2017-07-25,18.450000762939453,17.989999771118164,18.209999084472656,18.049999237060547,586500.0,16.635740280151367
2017-07-26,18.190000534057617,17.889999389648438,18.1200008392334,17.979999542236328,665300.0,16.571226119995117
2017-07-27,18.15999984741211,17.739999771118164,18.149999618530273,17.850000381469727,1304500.0,16.451412200927734
2017-07-28,17.920000076293945,17.709999084472656,17.920000076293945,17.799999237060547,349500.0,16.405330657958984
2017-07-31,17.899999618530273,17.549999237060547,17.8799991607666,17.549999237060547,1178100.0,16.1749210357666
2017-08-01,17.739999771118164,17.479999542236328,17.649999618530273,17.600000381469727,1062500.0,16.22100257873535
2017-08-02,17.899999618530273,17.549999237060547,17.56999969482422,17.850000381469727,847400.0,16.451412200927734
2017-08-03,18.040000915527344,17.670000076293945,17.860000610351562,17.799999237060547,533100.0,16.405330657958984
2017-08-04,17.459999084472656,16.68000030517578,16.950000762939453,17.399999618530273,3065800.0,16.03666877746582
2017-08-07,17.530000686645508,17.139999389648438,17.399999618530273,17.229999542236328,797800.0,15.879992485046387
2017-08-08,17.399999618530273,16.950000762939453,17.270000457763672,16.950000762939453,880000.0,15.621930122375488
2017-08-09,17.100000381469727,16.93000030517578,16.979999542236328,17.010000228881836,738200.0,15.677227973937988
2017-08-10,17.100000381469727,16.700000762939453,17.0,16.93000030517578,1102600.0,15.603499412536621
2017-08-11,17.56999969482422,16.90999984741211,16.979999542236328,17.459999084472656,972800.0,16.09197235107422
2017-08-14,17.5,17.260000228881836,17.5,17.299999237060547,732600.0,15.94450855255127
2017-08-15,17.440000534057617,17.079999923706055,17.299999237060547,17.25,638200.0,15.898425102233887
2017-08-16,17.739999771118164,17.219999313354492,17.270000457763672,17.360000610351562,1086600.0,15.99980640411377
2017-08-17,17.469999313354492,17.200000762939453,17.389999389648438,17.34000015258789,1169000.0,15.98137378692627
2017-08-18,17.520000457763672,17.149999618530273,17.40999984741211,17.299999237060547,1216400.0,15.94450855255127
2017-08-21,17.889999389648438,17.360000610351562,17.399999618530273,17.65999984741211,597100.0,16.27629852294922
2017-08-22,17.950000762939453,17.709999084472656,17.850000381469727,17.709999084472656,325900.0,16.3223819732666
2017-08-23,17.829999923706055,17.420000076293945,17.719999313354492,17.809999465942383,453200.0,16.4145450592041
2017-08-24,18.149999618530273,17.790000915527344,17.790000915527344,18.149999618530273,594200.0,16.7279109954834
2017-08-25,18.219999313354492,17.760000228881836,18.110000610351562,17.829999923706055,518600.0,16.4329776763916
2017-08-28,18.09000015258789,17.6200008392334,17.829999923706055,17.799999237060547,629000.0,16.405330657958984
2017-08-29,17.790000915527344,17.56999969482422,17.790000915527344,17.770000457763672,430400.0,16.377681732177734
2017-08-30,18.0,17.559999465942383,17.75,17.8799991607666,613100.0,16.479063034057617
2017-08-31,18.1299991607666,17.610000610351562,17.8700008392334,17.979999542236328,2483900.0,16.571226119995117
2017-09-01,18.5,17.93000030517578,17.969999313354492,18.5,1366100.0,17.05048370361328
2017-09-04,19.09000015258789,18.34000015258789,18.469999313354492,18.920000076293945,721300.0,17.437578201293945
2017-09-05,19.81999969482422,18.979999542236328,19.0,19.399999618530273,963000.0,17.879968643188477
2017-09-06,19.450000762939453,18.799999237060547,19.40999984741211,18.799999237060547,1133900.0,17.326976776123047
2017-09-07,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,0.0,17.326976776123047
2017-09-08,18.959999084472656,18.549999237060547,18.6299991607666,18.600000381469727,734100.0,17.142648696899414
2017-09-11,18.989999771118164,18.600000381469727,18.600000381469727,18.989999771118164,752500.0,17.502094268798828
2017-09-12,19.139999389648438,18.729999542236328,18.8799991607666,19.0,870600.0,17.51130485534668
2017-09-13,19.25,18.790000915527344,19.110000610351562,18.989999771118164,461500.0,17.502094268798828
2017-09-14,19.209999084472656,19.0,19.1200008392334,19.049999237060547,416600.0,17.557390213012695
2017-09-15,19.280000686645508,18.889999389648438,19.139999389648438,18.90999984741211,1987700.0,17.42835807800293
2017-09-18,19.200000762939453,18.81999969482422,19.010000228881836,19.200000762939453,856300.0,17.69563865661621
2017-09-19,19.579999923706055,19.209999084472656,19.209999084472656,19.56999969482422,1196400.0,18.03664779663086
2017-09-20,20.190000534057617,19.540000915527344,19.59000015258789,19.899999618530273,1122900.0,18.340791702270508
2017-09-21,20.600000381469727,19.690000534057617,19.8799991607666,19.799999237060547,1119500.0,18.248624801635742
2017-09-22,19.889999389648438,19.600000381469727,19.889999389648438,19.75,203200.0,18.202543258666992
2017-09-25,19.809999465942383,19.5,19.809999465942383,19.56999969482422,224600.0,18.03664779663086
2017-09-26,19.639999389648438,18.520000457763672,19.639999389648438,18.520000457763672,1287300.0,17.068918228149414
2017-09-27,18.68000030517578,18.030000686645508,18.5,18.1200008392334,519600.0,16.700258255004883
2017-09-28,18.440000534057617,17.600000381469727,18.229999542236328,17.600000381469727,1545700.0,16.22100257873535
2017-09-29,17.93000030517578,17.559999465942383,17.760000228881836,17.889999389648438,1006100.0,16.488279342651367
2017-10-02,18.149999618530273,17.799999237060547,17.889999389648438,18.0,768900.0,16.589658737182617
2017-10-03,18.190000534057617,17.649999618530273,17.920000076293945,17.799999237060547,5674900.0,16.405330657958984
2017-10-04,17.829999923706055,17.459999084472656,17.799999237060547,17.549999237060547,933600.0,16.1749210357666
2017-10-05,17.729999542236328,17.5,17.729999542236328,17.670000076293945,890200.0,16.285518646240234
2017-10-06,17.780000686645508,17.5,17.719999313354492,17.75,592000.0,16.359251022338867
2017-10-09,17.889999389648438,17.709999084472656,17.809999465942383,17.790000915527344,539400.0,16.396114349365234
2017-10-10,17.979999542236328,17.790000915527344,17.8799991607666,17.850000381469727,830500.0,16.451412200927734
2017-10-11,17.940000534057617,17.56999969482422,17.899999618530273,17.75,1648400.0,16.359251022338867
2017-10-12,17.75,17.75,17.75,17.75,0.0,16.359251022338867
2017-10-13,17.829999923706055,17.549999237060547,17.700000762939453,17.739999771118164,1393500.0,16.35003089904785
2017-10-16,17.969999313354492,17.68000030517578,17.809999465942383,17.68000030517578,3652400.0,16.29473304748535
2017-10-17,17.760000228881836,17.329999923706055,17.760000228881836,17.5,861800.0,16.12883949279785
2017-10-18,17.739999771118164,17.479999542236328,17.479999542236328,17.739999771118164,1089300.0,16.35003089904785
2017-10-19,17.780000686645508,17.549999237060547,17.700000762939453,17.709999084472656,901800.0,16.3223819732666
2017-10-20,17.81999969482422,17.649999618530273,17.719999313354492,17.799999237060547,777900.0,16.405330657958984
2017-10-23,17.90999984741211,17.600000381469727,17.860000610351562,17.690000534057617,473600.0,16.303951263427734
2017-10-24,17.790000915527344,17.5,17.739999771118164,17.649999618530273,704100.0,16.2670841217041
2017-10-25,17.860000610351562,17.559999465942383,17.639999389648438,17.610000610351562,522600.0,16.2302188873291
2017-10-26,17.940000534057617,17.649999618530273,17.690000534057617,17.84000015258789,1377600.0,16.442195892333984
2017-10-27,18.200000762939453,17.780000686645508,17.899999618530273,18.100000381469727,672600.0,16.681827545166016
2017-10-30,18.34000015258789,17.84000015258789,18.170000076293945,18.0,977700.0,16.589658737182617
2017-10-31,18.1299991607666,17.809999465942383,18.020000457763672,17.93000030517578,950300.0,16.525144577026367
2017-11-01,18.239999771118164,17.8700008392334,17.959999084472656,17.889999389648438,612200.0,16.488279342651367
2017-11-02,17.889999389648438,17.889999389648438,17.889999389648438,17.889999389648438,0.0,16.488279342651367
2017-11-03,18.100000381469727,17.149999618530273,17.90999984741211,17.950000762939453,1435100.0,16.5435791015625
2017-11-06,18.06999969482422,17.739999771118164,18.06999969482422,17.739999771118164,1495400.0,16.35003089904785
2017-11-07,18.440000534057617,17.75,17.790000915527344,18.209999084472656,1370500.0,16.783205032348633
2017-11-08,18.270000457763672,17.799999237060547,18.209999084472656,18.1299991607666,704700.0,16.709470748901367
2017-11-09,18.239999771118164,17.920000076293945,18.1200008392334,18.049999237060547,468700.0,16.635740280151367
2017-11-10,18.049999237060547,17.559999465942383,18.030000686645508,17.700000762939453,438200.0,16.31316566467285
2017-11-13,18.0,17.530000686645508,17.799999237060547,17.979999542236328,954600.0,16.571226119995117
2017-11-14,18.190000534057617,17.760000228881836,17.850000381469727,18.06999969482422,1827900.0,16.654172897338867
2017-11-15,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,0.0,16.654172897338867
2017-11-16,18.649999618530273,17.969999313354492,17.969999313354492,18.5,1798000.0,17.05048370361328
2017-11-17,18.850000381469727,18.350000381469727,18.530000686645508,18.459999084472656,4949500.0,17.01361656188965
2017-11-20,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0.0,17.01361656188965
2017-11-21,18.739999771118164,18.239999771118164,18.610000610351562,18.690000534057617,990400.0,17.225595474243164
2017-11-22,18.6299991607666,18.329999923706055,18.40999984741211,18.440000534057617,673100.0,16.99518585205078
2017-11-23,18.420000076293945,18.209999084472656,18.420000076293945,18.31999969482422,210400.0,16.88458824157715
2017-11-24,18.440000534057617,17.889999389648438,18.399999618530273,18.079999923706055,760000.0,16.663393020629883
